Currents,Voltages
1e-12,2.04324581691e-09
1.29154966501e-12,2.63895345037e-09
1.6681005372e-12,3.40833944482e-09
2.15443469003e-12,4.40203966821e-09
2.78255940221e-12,5.68545285887e-09
3.5938136638e-12,7.34304473533e-09
4.64158883361e-12,9.4839069681e-09
5.99484250319e-12,1.22489368677e-08
7.74263682681e-12,1.58201103082e-08
1e-11,2.04324581691e-08
1.29154966501e-11,2.63895345037e-08
1.6681005372e-11,3.40833944482e-08
2.15443469003e-11,4.40203966821e-08
2.78255940221e-11,5.68545285887e-08
3.5938136638e-11,7.34304473533e-08
4.64158883361e-11,9.4839069681e-08
5.99484250319e-11,1.22489368677e-07
7.74263682681e-11,1.58201103082e-07
1e-10,2.04324581691e-07
1.29154966501e-10,2.63895345037e-07
1.6681005372e-10,3.40833944482e-07
2.15443469003e-10,4.40203966821e-07
2.78255940221e-10,5.68545285887e-07
3.5938136638e-10,7.34304473533e-07
4.64158883361e-10,9.4839069681e-07
5.99484250319e-10,1.22489368677e-06
7.74263682681e-10,1.58201103082e-06
1e-09,2.04324581691e-06
1.29154966501e-09,2.63895345037e-06
1.6681005372e-09,3.40833944482e-06
2.15443469003e-09,4.40203966821e-06
2.78255940221e-09,5.68545285887e-06
3.5938136638e-09,7.34304473533e-06
4.64158883361e-09,9.4839069681e-06
5.99484250319e-09,1.22489368677e-05
7.74263682681e-09,1.58201103082e-05
1e-08,2.04324581691e-05
1.29154966501e-08,2.63895345037e-05
1.6681005372e-08,3.40833944482e-05
2.15443469003e-08,4.40203966821e-05
2.78255940221e-08,5.68545285887e-05
3.5938136638e-08,7.34304473533e-05
4.64158883361e-08,9.4839069681e-05
5.99484250319e-08,0.000122489368677
7.74263682681e-08,0.000158201103082
1e-07,0.000204324581691
1.29154966501e-07,0.000263895345037
1.6681005372e-07,0.000340833944482
2.15443469003e-07,0.000440203966821
2.78255940221e-07,0.000568545285886
3.5938136638e-07,0.000734304473533
4.64158883361e-07,0.00094839069681
5.99484250319e-07,0.00122489368677
7.74263682681e-07,0.00158201103082
1e-06,0.00204324581691
1.29154966501e-06,0.00263895345037
1.6681005372e-06,0.00340833944482
2.15443469003e-06,0.00440203966821
2.78255940221e-06,0.00568545285886
3.5938136638e-06,0.00734304473533
4.64158883361e-06,0.0094839069681
5.99484250319e-06,0.0122489368677
7.74263682681e-06,0.0158201103082
1e-05,0.0204324561702
1.29154966501e-05,0.026389531922
1.6681005372e-05,0.0340833911138
2.15443469003e-05,0.0440203872911
2.78255940221e-05,0.0568545164596
3.5938136638e-05,0.0734304220011
4.64158883361e-05,0.0948390229197
5.99484250319e-05,0.122489266318
7.74263682681e-05,0.15820094006
0.0001,0.204324232136
0.000129154966501,0.26389467478
0.00016681005372,0.340832742783
0.000215443469003,0.440201526711
0.000278255940221,0.568540034494
0.00035938136638,0.495592220106
0.000464158883361,0.592127025883
0.000599484250319,0.666608859581
0.000774263682681,0.659171312736
0.001,0.672673570886
0.00129154966501,0.659051900134
0.0016681005372,0.667756349936
0.00215443469003,0.694601972609
0.00278255940221,0.704808258992
0.0035938136638,0.704932347948
0.00464158883361,0.725809261679
0.00599484250319,0.740676510646
0.00774263682681,0.77486260436
0.01,0.827085567846
0.0129154966501,0.87660744087
0.016681005372,0.966447930851
0.0215443469003,1.05648960034
0.0278255940221,1.21440796494
0.035938136638,1.40491937968
0.0464158883361,1.69154120439
0.0599484250319,2.04148963247
0.0774263682681,2.55094515007
0.1,3.18924969547
0.1,3.18924969547
0.0774263682681,2.46932021421
0.0599484250319,1.91190496277
0.0464158883361,1.48031857741
0.035938136638,1.14615691329
0.0278255940221,0.887427672612
0.0215443469003,0.68710301791
0.016681005372,0.531998913028
0.0129154966501,0.411907437583
0.01,0.318924969547
0.00774263682681,0.246932021421
0.00599484250319,0.191190496277
0.00464158883361,0.148031857741
0.0035938136638,0.114615691329
0.00278255940221,0.0887427672612
0.00215443469003,0.068710301791
0.0016681005372,0.0531998913028
0.00129154966501,0.0411907437583
0.001,0.0318924969547
0.000774263682681,0.0246932021421
0.000599484250319,0.0191190496277
0.000464158883361,0.0148031857741
0.00035938136638,0.0114615691329
0.000278255940221,0.00887427672612
0.000215443469003,0.0068710301791
0.00016681005372,0.00531998913028
0.000129154966501,0.00411907437583
0.0001,0.00318924969547
7.74263682681e-05,0.00246932021421
5.99484250319e-05,0.00191190496277
4.64158883361e-05,0.00148031857741
3.5938136638e-05,0.00114615691329
2.78255940221e-05,0.000887427672612
2.15443469003e-05,0.00068710301791
1.6681005372e-05,0.000531998913028
1.29154966501e-05,0.000411907437583
1e-05,0.000318924969547
7.74263682681e-06,0.000246932021421
5.99484250319e-06,0.000191190496277
4.64158883361e-06,0.000148031857741
3.5938136638e-06,0.000114615691329
2.78255940221e-06,8.87427672612e-05
2.15443469003e-06,6.8710301791e-05
1.6681005372e-06,5.31998913028e-05
1.29154966501e-06,4.11907437583e-05
1e-06,3.18924969547e-05
7.74263682681e-07,2.46932021421e-05
5.99484250319e-07,1.91190496277e-05
4.64158883361e-07,1.48031857741e-05
3.5938136638e-07,1.14615691329e-05
2.78255940221e-07,8.87427672612e-06
2.15443469003e-07,6.8710301791e-06
1.6681005372e-07,5.31998913028e-06
1.29154966501e-07,4.11907437583e-06
1e-07,3.18924969547e-06
7.74263682681e-08,2.46932021421e-06
5.99484250319e-08,1.91190496277e-06
4.64158883361e-08,1.48031857741e-06
3.5938136638e-08,1.14615691329e-06
2.78255940221e-08,8.87427672612e-07
2.15443469003e-08,6.8710301791e-07
1.6681005372e-08,5.31998913028e-07
1.29154966501e-08,4.11907437583e-07
1e-08,3.18924969547e-07
7.74263682681e-09,2.46932021421e-07
5.99484250319e-09,1.91190496277e-07
4.64158883361e-09,1.48031857741e-07
3.5938136638e-09,1.14615691329e-07
2.78255940221e-09,8.87427672612e-08
2.15443469003e-09,6.8710301791e-08
1.6681005372e-09,5.31998913028e-08
1.29154966501e-09,4.11907437583e-08
1e-09,3.18924969547e-08
7.74263682681e-10,2.46932021421e-08
5.99484250319e-10,1.91190496277e-08
4.64158883361e-10,1.48031857741e-08
3.5938136638e-10,1.14615691329e-08
2.78255940221e-10,8.87427672612e-09
2.15443469003e-10,6.8710301791e-09
1.6681005372e-10,5.31998913028e-09
1.29154966501e-10,4.11907437583e-09
1e-10,3.18924969547e-09
7.74263682681e-11,2.46932021421e-09
5.99484250319e-11,1.91190496277e-09
4.64158883361e-11,1.48031857741e-09
3.5938136638e-11,1.14615691329e-09
2.78255940221e-11,8.87427672612e-10
2.15443469003e-11,6.8710301791e-10
1.6681005372e-11,5.31998913028e-10
1.29154966501e-11,4.11907437583e-10
1e-11,3.18924969547e-10
7.74263682681e-12,2.46932021421e-10
5.99484250319e-12,1.91190496277e-10
4.64158883361e-12,1.48031857741e-10
3.5938136638e-12,1.14615691329e-10
2.78255940221e-12,8.87427672612e-11
2.15443469003e-12,6.8710301791e-11
1.6681005372e-12,5.31998913028e-11
1.29154966501e-12,4.11907437583e-11
1e-12,3.18924969547e-11
0.0,0.0
-0.00204081632653,-0.065086728479
-0.00408163265306,-0.130173456958
-0.00612244897959,-0.195260185437
-0.00816326530612,-0.260346913916
-0.0102040816327,-0.325433642395
-0.0122448979592,-0.390520370874
-0.0142857142857,-0.455607099353
-0.0163265306122,-0.520693827832
-0.0183673469388,-0.585780556311
-0.0204081632653,-0.65086728479
-0.0224489795918,-0.715954013269
-0.0244897959184,-0.781040741748
-0.0265306122449,-0.846127470227
-0.0285714285714,-0.911214198706
-0.030612244898,-0.976300927185
-0.0326530612245,-1.04138765566
-0.034693877551,-1.10647438414
-0.0367346938776,-1.17156111262
-0.0387755102041,-1.2366478411
-0.0408163265306,-1.30173456958
-0.0428571428571,-1.36682129806
-0.0448979591837,-1.43190802654
-0.0469387755102,-1.49699475502
-0.0489795918367,-1.5620814835
-0.0510204081633,-1.62716821198
-0.0530612244898,-1.69225494045
-0.0551020408163,-1.75734166893
-0.0571428571429,-1.82242839741
-0.0591836734694,-1.88751512589
-0.0612244897959,-1.95260185437
-0.0632653061224,-2.01768858285
-0.065306122449,-2.08277531133
-0.0673469387755,-2.14786203981
-0.069387755102,-2.21294876829
-0.0714285714286,-2.27803549677
-0.0734693877551,-2.34312222524
-0.0755102040816,-2.40820895372
-0.0775510204082,-2.4732956822
-0.0795918367347,-2.53838241068
-0.0816326530612,-2.60346913916
-0.0836734693878,-2.66855586764
-0.0857142857143,-2.73364259612
-0.0877551020408,-2.7987293246
-0.0897959183673,-2.86381605308
-0.0918367346939,-2.92890278156
-0.0938775510204,-2.99398951003
-0.0959183673469,-3.05907623851
-0.0979591836735,-3.12416296699
-0.1,-3.18924969547
-0.1,-3.18924969547
-0.0979591836735,-3.12416296699
-0.0959183673469,-3.05907623851
-0.0938775510204,-2.99398951003
-0.0918367346939,-2.92890278156
-0.0897959183673,-2.86381605308
-0.0877551020408,-2.7987293246
-0.0857142857143,-2.73364259612
-0.0836734693878,-2.66855586764
-0.0816326530612,-2.60346913916
-0.0795918367347,-2.53838241068
-0.0775510204082,-2.4732956822
-0.0755102040816,-2.40820895372
-0.0734693877551,-2.34312222524
-0.0714285714286,-2.27803549677
-0.069387755102,-2.21294876829
-0.0673469387755,-2.14786203981
-0.065306122449,-2.08277531133
-0.0632653061224,-2.01768858285
-0.0612244897959,-1.95260185437
-0.0591836734694,-1.88751512589
-0.0571428571429,-1.82242839741
-0.0551020408163,-1.75734166893
-0.0530612244898,-1.69225494045
-0.0510204081633,-1.62716821198
-0.0489795918367,-1.5620814835
-0.0469387755102,-1.49699475502
-0.0448979591837,-1.43190802654
-0.0428571428571,-1.36682129806
-0.0408163265306,-1.30173456958
-0.0387755102041,-1.2366478411
-0.0367346938776,-1.17156111262
-0.034693877551,-1.10647438414
-0.0326530612245,-1.04138765566
-0.030612244898,-0.976300927185
-0.0285714285714,-0.911214198706
-0.0265306122449,-0.846127470227
-0.0244897959184,-0.781040741748
-0.0224489795918,-0.715954013269
-0.0204081632653,-0.65086728479
-0.0183673469388,-0.585780556311
-0.0163265306122,-0.520693827832
-0.0142857142857,-0.455607099353
-0.0122448979592,-0.390520370874
-0.0102040816327,-0.325433642395
-0.00816326530612,-0.260346913916
-0.00612244897959,-0.195260185437
-0.00408163265306,-0.130173456958
-0.00204081632653,-0.065086728479
0.0,0.0
